Problem,ProblemFamily,Dimension,Optimizer,MeanFinalValue,MeanFinalValueSuccess,MeanFinalValueFail,StdFinalValue,BestValue,WorstValue,MeanIterations,MeanFunctionEvals,MeanFunctionEvalsSuccess,MeanFunctionEvalsFail,MeanGradientEvals,MeanGradientEvalsSuccess,MeanGradientEvalsFail,MeanTime,SuccessRate,NumRuns
Himmelblau_2D,Himmelblau,2,QQN-GoldenSection,5.660959e-12,6.160265e-16,3.087521e-11,1.595536e-11,2.080250e-22,5.841269e-11,12.4,412.0,321.6,814.6,73.0,45.6,195.2,0.007,0.817,60
Himmelblau_2D,Himmelblau,2,QQN-Bisection-1,1.404011e-6,9.080193e-16,5.616046e-5,8.768049e-6,2.646196e-24,5.616046e-5,10.7,172.1,164.3,474.0,210.3,201.7,548.0,0.004,0.975,40
Himmelblau_2D,Himmelblau,2,QQN-MoreThuente,4.335386e1,2.983957e-15,7.225643e1,4.737902e1,9.731147e-20,1.285783e2,28.9,336.8,144.5,465.0,391.6,147.1,554.6,0.009,0.400,20
Himmelblau_2D,Himmelblau,2,GD-Momentum,3.746071e1,NaN,3.746071e1,1.272183e1,2.418545e0,5.432465e1,21.6,24.6,NaN,24.6,45.3,NaN,45.3,0.001,0.000,20
Himmelblau_2D,Himmelblau,2,GD,1.492998e-10,1.492998e-10,NaN,2.523994e-11,1.086153e-10,1.937405e-10,75.4,77.4,77.4,NaN,152.8,152.8,NaN,0.002,1.000,40
Himmelblau_2D,Himmelblau,2,QQN-StrongWolfe,1.258347e-15,1.258347e-15,NaN,1.878947e-15,8.551955e-22,7.024200e-15,12.3,162.6,162.6,NaN,153.2,153.2,NaN,0.004,1.000,20
Himmelblau_2D,Himmelblau,2,GD-Nesterov,9.490975e0,4.311443e-10,1.460150e1,8.708092e0,2.154669e-12,2.332221e1,38.9,41.5,74.1,24.0,79.7,146.0,44.0,0.001,0.350,20
Himmelblau_2D,Himmelblau,2,Trust Region-Conservative,1.676391e2,NaN,1.676391e2,2.708644e0,1.617733e2,1.721788e2,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
Himmelblau_2D,Himmelblau,2,Trust Region-Adaptive,1.195753e2,NaN,1.195753e2,3.223680e0,1.136533e2,1.237079e2,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
Himmelblau_2D,Himmelblau,2,QQN-CubicQuadraticInterpolation,1.359034e-5,8.892684e-16,9.060230e-5,8.486406e-5,9.959778e-20,5.435663e-4,15.4,236.8,195.2,472.7,318.4,277.3,551.7,0.008,0.850,40
Booth_2D,Booth,2,GD-WeightDecay,1.237041e0,NaN,1.237041e0,6.321594e-1,1.026903e-8,1.737846e0,50.6,53.4,NaN,53.4,103.2,NaN,103.2,0.002,0.000,20
Booth_2D,Booth,2,GD-Nesterov,2.631006e0,NaN,2.631006e0,2.638193e-1,2.273135e0,3.112901e0,17.6,20.6,NaN,20.6,37.2,NaN,37.2,0.001,0.000,20
Booth_2D,Booth,2,Trust Region-Standard,4.768161e-1,NaN,4.768161e-1,1.856987e-1,1.045791e-1,7.856762e-1,77.0,233.2,NaN,233.2,156.1,NaN,156.1,0.001,0.000,20
Booth_2D,Booth,2,L-BFGS,4.558171e-2,6.110796e-14,1.012927e-1,1.196962e-1,6.192165e-15,4.802821e-1,47.8,374.1,371.9,376.8,196.2,213.0,175.8,0.006,0.550,20
Booth_2D,Booth,2,L-BFGS-Conservative,5.976257e-8,NaN,5.976257e-8,5.590197e-8,1.806024e-10,1.613131e-7,110.0,557.0,NaN,557.0,446.0,NaN,446.0,0.013,0.000,20
Booth_2D,Booth,2,QQN-Bisection-1,9.797652e-15,9.797652e-15,NaN,1.104386e-14,1.530020e-17,2.801074e-14,10.1,200.5,200.5,NaN,214.1,214.1,NaN,0.004,1.000,40
Booth_2D,Booth,2,Adam-Fast,3.017925e0,NaN,3.017925e0,2.125899e-1,2.709671e0,3.505692e0,26.4,55.8,NaN,55.8,54.8,NaN,54.8,0.001,0.000,40
Booth_2D,Booth,2,L-BFGS-Aggressive,7.443357e1,NaN,7.443357e1,4.669687e0,6.511019e1,8.349177e1,76.0,772.0,NaN,772.0,233.0,NaN,233.0,0.005,0.000,40
Booth_2D,Booth,2,GD-Momentum,7.356853e0,NaN,7.356853e0,3.676023e-1,6.875059e0,8.000365e0,18.5,21.5,NaN,21.5,39.0,NaN,39.0,0.001,0.000,20
Booth_2D,Booth,2,QQN-StrongWolfe,1.310148e-5,NaN,1.310148e-5,1.078380e-6,1.142098e-5,1.469531e-5,63.0,482.0,NaN,482.0,526.7,NaN,526.7,0.019,0.000,20
Booth_2D,Booth,2,QQN-Backtracking,9.033585e-2,3.881134e-15,1.642470e-1,8.230629e-2,2.240239e-25,1.939904e-1,44.6,323.2,48.6,548.0,270.1,34.3,463.0,0.014,0.450,20
Booth_2D,Booth,2,QQN-Bisection-2,1.114243e-14,1.114243e-14,NaN,1.055007e-14,1.259819e-17,2.684702e-14,10.0,135.0,135.0,NaN,128.1,128.1,NaN,0.003,1.000,20
Booth_2D,Booth,2,Adam,5.754550e1,NaN,5.754550e1,4.997933e0,4.661303e1,6.800342e1,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.010,0.000,20
Booth_2D,Booth,2,Trust Region-Adaptive,2.247911e1,NaN,2.247911e1,6.096809e0,1.281648e1,3.364913e1,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
Booth_2D,Booth,2,Trust Region-Conservative,7.192398e1,NaN,7.192398e1,4.546164e0,6.372744e1,7.941172e1,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
Booth_2D,Booth,2,QQN-GoldenSection,7.258788e-26,7.258788e-26,NaN,1.069133e-25,1.577722e-28,4.402475e-25,6.0,229.7,229.7,NaN,33.0,33.0,NaN,0.003,1.000,60
Booth_2D,Booth,2,QQN-CubicQuadraticInterpolation,3.291999e-15,3.291999e-15,NaN,7.041557e-15,1.838802e-21,2.587018e-14,8.1,132.8,132.8,NaN,178.2,178.2,NaN,0.004,1.000,40
Booth_2D,Booth,2,GD,5.393534e-6,NaN,5.393534e-6,7.680421e-7,3.659553e-6,7.104811e-6,332.0,335.0,NaN,335.0,668.0,NaN,668.0,0.008,0.000,40
Booth_2D,Booth,2,Adam-WeightDecay,2.928900e1,NaN,2.928900e1,2.968955e0,2.436609e1,3.575567e1,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.010,0.000,20
Booth_2D,Booth,2,QQN-MoreThuente,1.001982e-14,1.001982e-14,NaN,4.364722e-14,9.187019e-23,2.002736e-13,13.2,135.3,135.3,NaN,159.4,159.4,NaN,0.004,1.000,20
Booth_2D,Booth,2,Adam-AMSGrad,5.622925e1,NaN,5.622925e1,5.281051e0,4.784672e1,6.672987e1,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.011,0.000,20
Griewank_2D,Griewank,2,QQN-CubicQuadraticInterpolation,4.557598e0,NaN,4.557598e0,6.660519e-1,2.473366e0,4.911410e0,8.7,146.5,NaN,146.5,201.6,NaN,201.6,0.005,0.000,40
Griewank_2D,Griewank,2,Trust Region-Standard,6.022796e0,NaN,6.022796e0,6.344939e-2,5.895960e0,6.100533e0,1.0,5.0,NaN,5.0,4.0,NaN,4.0,0.000,0.000,20
Griewank_2D,Griewank,2,GD-Nesterov,4.911604e0,NaN,4.911604e0,2.152529e-4,4.911410e0,4.911882e0,108.8,111.8,NaN,111.8,219.6,NaN,219.6,0.003,0.000,20
Griewank_2D,Griewank,2,Adam-Fast,4.929506e0,NaN,4.929506e0,5.911216e-3,4.923227e0,4.943952e0,32.4,67.8,NaN,67.8,66.8,NaN,66.8,0.001,0.000,40
Griewank_2D,Griewank,2,GD-WeightDecay,4.911638e0,NaN,4.911638e0,6.412492e-5,4.911537e0,4.911757e0,332.0,335.0,NaN,335.0,668.0,NaN,668.0,0.010,0.000,20
Griewank_2D,Griewank,2,QQN-Bisection-2,4.746101e0,NaN,4.746101e0,1.827555e-1,4.544058e0,4.911410e0,8.0,88.2,NaN,88.2,87.8,NaN,87.8,0.002,0.000,20
Griewank_2D,Griewank,2,GD-Momentum,4.911733e0,NaN,4.911733e0,4.410662e-4,4.911411e0,4.912436e0,110.8,113.8,NaN,113.8,223.6,NaN,223.6,0.003,0.000,20
Griewank_2D,Griewank,2,QQN-Bisection-1,4.911410e0,NaN,4.911410e0,1.197516e-13,4.911410e0,4.911410e0,7.2,76.4,NaN,76.4,117.8,NaN,117.8,0.002,0.000,40
Griewank_2D,Griewank,2,Adam-WeightDecay,5.567585e0,NaN,5.567585e0,1.130144e-1,5.383161e0,5.760176e0,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.010,0.000,20
Griewank_2D,Griewank,2,Adam-AMSGrad,5.876555e0,NaN,5.876555e0,8.136036e-2,5.722408e0,5.975176e0,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.011,0.000,20
Griewank_2D,Griewank,2,Adam,5.894114e0,NaN,5.894114e0,6.612202e-2,5.743932e0,5.979534e0,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.010,0.000,20
Griewank_2D,Griewank,2,QQN-GoldenSection,4.911410e0,NaN,4.911410e0,8.967905e-14,4.911410e0,4.911410e0,8.4,258.7,NaN,258.7,47.3,NaN,47.3,0.004,0.000,60
Griewank_2D,Griewank,2,GD,5.009592e0,NaN,5.009592e0,1.741472e-2,4.976742e0,5.053461e0,332.0,335.0,NaN,335.0,668.0,NaN,668.0,0.008,0.000,40
Griewank_2D,Griewank,2,L-BFGS-Conservative,4.911410e0,NaN,4.911410e0,4.041230e-9,4.911410e0,4.911410e0,100.8,507.9,NaN,507.9,405.1,NaN,405.1,0.012,0.000,20
Griewank_2D,Griewank,2,QQN-StrongWolfe,4.661374e0,NaN,4.661374e0,4.050823e-1,3.373628e0,4.911410e0,40.5,323.8,NaN,323.8,355.2,NaN,355.2,0.013,0.000,20
Griewank_2D,Griewank,2,QQN-Backtracking,4.858977e0,NaN,4.858977e0,2.055338e-1,3.965588e0,4.911410e0,40.0,285.4,NaN,285.4,241.9,NaN,241.9,0.012,0.000,20
Griewank_2D,Griewank,2,L-BFGS-Aggressive,4.915633e0,NaN,4.915633e0,1.152678e-2,4.911410e0,4.970977e0,87.8,505.0,NaN,505.0,267.6,NaN,267.6,0.010,0.000,40
Griewank_2D,Griewank,2,QQN-MoreThuente,4.911410e0,NaN,4.911410e0,7.164826e-14,4.911410e0,4.911410e0,8.4,82.3,NaN,82.3,77.8,NaN,77.8,0.002,0.000,20
Griewank_2D,Griewank,2,L-BFGS,4.928737e0,NaN,4.928737e0,7.552680e-2,4.911410e0,5.257951e0,39.6,231.2,NaN,231.2,161.6,NaN,161.6,0.005,0.000,20
Griewank_2D,Griewank,2,Trust Region-Conservative,4.916834e0,NaN,4.916834e0,2.197675e-3,4.914225e0,4.920778e0,113.2,341.4,NaN,341.4,228.3,NaN,228.3,0.002,0.000,20
Griewank_2D,Griewank,2,Trust Region-Adaptive,5.114817e0,NaN,5.114817e0,1.219836e-1,4.990485e0,5.560631e0,4.8,16.6,NaN,16.6,11.7,NaN,11.7,0.000,0.000,20
Griewank_5D,Griewank,5,GD,1.322604e1,NaN,1.322604e1,1.035546e-1,1.300125e1,1.338200e1,332.0,335.0,NaN,335.0,668.0,NaN,668.0,0.009,0.000,40
Griewank_5D,Griewank,5,GD-Momentum,1.223959e1,NaN,1.223959e1,3.092464e-7,1.223959e1,1.223959e1,332.0,335.0,NaN,335.0,668.0,NaN,668.0,0.010,0.000,20
Griewank_5D,Griewank,5,QQN-Bisection-2,1.257321e1,NaN,1.257321e1,3.713929e-1,1.223959e1,1.307356e1,22.7,422.4,NaN,422.4,228.0,NaN,228.0,0.010,0.000,20
Griewank_5D,Griewank,5,QQN-Bisection-1,1.174408e1,NaN,1.174408e1,1.743209e0,4.413205e0,1.307301e1,15.8,295.1,NaN,295.1,312.2,NaN,312.2,0.007,0.000,40
Griewank_5D,Griewank,5,Trust Region-Standard,1.350500e1,NaN,1.350500e1,2.176433e-2,1.345544e1,1.354668e1,1.0,5.0,NaN,5.0,4.0,NaN,4.0,0.000,0.000,20
Griewank_5D,Griewank,5,QQN-CubicQuadraticInterpolation,1.176843e1,NaN,1.176843e1,1.937767e0,2.780204e0,1.313281e1,13.2,367.9,NaN,367.9,597.5,NaN,597.5,0.014,0.000,40
Griewank_5D,Griewank,5,Trust Region-Adaptive,1.350261e1,NaN,1.350261e1,2.501334e-2,1.345213e1,1.353935e1,1.0,5.0,NaN,5.0,4.0,NaN,4.0,0.000,0.000,20
Griewank_5D,Griewank,5,GD-WeightDecay,1.242341e1,NaN,1.242341e1,6.668645e-2,1.232711e1,1.254461e1,332.0,335.0,NaN,335.0,668.0,NaN,668.0,0.011,0.000,20
Griewank_5D,Griewank,5,L-BFGS-Aggressive,1.196172e1,NaN,1.196172e1,1.034612e0,6.957867e0,1.232452e1,44.7,348.9,NaN,348.9,136.9,NaN,136.9,0.006,0.000,40
Griewank_5D,Griewank,5,L-BFGS,1.225078e1,NaN,1.225078e1,4.136419e-2,1.223959e1,1.242874e1,42.1,259.4,NaN,259.4,171.1,NaN,171.1,0.006,0.000,20
Griewank_5D,Griewank,5,Adam-Fast,1.229627e1,NaN,1.229627e1,1.915706e-2,1.224588e1,1.231180e1,32.9,68.8,NaN,68.8,67.8,NaN,67.8,0.001,0.000,40
Griewank_5D,Griewank,5,Trust Region-Conservative,1.225725e1,NaN,1.225725e1,2.832038e-3,1.225216e1,1.226152e1,125.8,379.6,NaN,379.6,253.7,NaN,253.7,0.003,0.000,20
Griewank_5D,Griewank,5,L-BFGS-Conservative,1.223961e1,NaN,1.223961e1,4.269995e-5,1.223959e1,1.223978e1,110.0,557.4,NaN,557.4,445.8,NaN,445.8,0.014,0.000,20
Griewank_5D,Griewank,5,Adam-AMSGrad,1.340219e1,NaN,1.340219e1,3.746934e-2,1.332562e1,1.345319e1,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.012,0.000,20
Griewank_5D,Griewank,5,Adam-WeightDecay,1.313440e1,NaN,1.313440e1,5.382180e-2,1.305061e1,1.324152e1,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.011,0.000,20
Griewank_5D,Griewank,5,QQN-MoreThuente,1.235821e1,NaN,1.235821e1,3.061701e-1,1.207612e1,1.312642e1,25.1,349.6,NaN,349.6,423.4,NaN,423.4,0.012,0.000,20
Griewank_5D,Griewank,5,QQN-GoldenSection,1.228778e1,NaN,1.228778e1,8.029501e-1,8.340270e0,1.309449e1,17.5,716.1,NaN,716.1,106.3,NaN,106.3,0.014,0.000,60
Griewank_5D,Griewank,5,QQN-StrongWolfe,9.980811e0,NaN,9.980811e0,2.957511e0,3.866716e0,1.325027e1,47.1,457.9,NaN,457.9,479.2,NaN,479.2,0.020,0.000,20
Griewank_5D,Griewank,5,Adam,1.338128e1,NaN,1.338128e1,2.570839e-2,1.334248e1,1.343975e1,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.010,0.000,20
Griewank_5D,Griewank,5,QQN-Backtracking,1.128719e1,NaN,1.128719e1,1.624289e0,6.268184e0,1.251642e1,70.7,578.1,NaN,578.1,431.2,NaN,431.2,0.029,0.000,20
Griewank_5D,Griewank,5,GD-Nesterov,1.223959e1,NaN,1.223959e1,3.811171e-7,1.223959e1,1.223959e1,332.0,335.0,NaN,335.0,668.0,NaN,668.0,0.011,0.000,20
Griewank_10D,Griewank,10,Adam,2.587817e1,NaN,2.587817e1,1.463601e-2,2.586218e1,2.590538e1,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.011,0.000,20
Griewank_10D,Griewank,10,L-BFGS-Conservative,2.502256e1,NaN,2.502256e1,5.875363e-1,2.360349e1,2.574568e1,110.0,558.6,NaN,558.6,445.9,NaN,445.9,0.016,0.000,20
Griewank_10D,Griewank,10,GD-WeightDecay,2.577175e1,NaN,2.577175e1,1.594794e-2,2.574910e1,2.580640e1,332.0,335.0,NaN,335.0,668.0,NaN,668.0,0.012,0.000,20
Griewank_10D,Griewank,10,GD,2.592278e1,NaN,2.592278e1,1.289862e-2,2.589812e1,2.595469e1,332.0,335.0,NaN,335.0,668.0,NaN,668.0,0.010,0.000,40
Griewank_10D,Griewank,10,QQN-Backtracking,2.369173e0,NaN,2.369173e0,5.483651e0,1.632021e-1,2.595757e1,66.7,606.1,NaN,606.1,406.9,NaN,406.9,0.025,0.000,20
Griewank_10D,Griewank,10,QQN-CubicQuadraticInterpolation,1.382486e1,NaN,1.382486e1,1.243847e1,1.850111e-4,2.577531e1,9.7,326.1,NaN,326.1,533.9,NaN,533.9,0.013,0.000,40
Griewank_10D,Griewank,10,QQN-Bisection-1,1.052857e1,NaN,1.052857e1,1.174704e1,6.160318e-10,2.578816e1,16.2,499.8,NaN,499.8,526.0,NaN,526.0,0.013,0.000,40
Griewank_10D,Griewank,10,L-BFGS,1.854089e1,NaN,1.854089e1,3.786580e0,7.083107e0,2.452282e1,77.7,457.0,NaN,457.0,313.9,NaN,313.9,0.012,0.000,20
Griewank_10D,Griewank,10,QQN-MoreThuente,2.439046e1,NaN,2.439046e1,5.125736e0,2.313253e0,2.578931e1,19.1,401.1,NaN,401.1,587.9,NaN,587.9,0.016,0.000,20
Griewank_10D,Griewank,10,Adam-Fast,1.587447e1,NaN,1.587447e1,8.589931e-1,1.554087e1,2.119751e1,247.3,498.6,NaN,498.6,498.6,NaN,498.6,0.011,0.000,40
Griewank_10D,Griewank,10,Trust Region-Adaptive,2.599817e1,NaN,2.599817e1,1.750066e-2,2.596270e1,2.603786e1,1.0,5.0,NaN,5.0,4.0,NaN,4.0,0.000,0.000,20
Griewank_10D,Griewank,10,L-BFGS-Aggressive,1.455039e1,NaN,1.455039e1,8.505154e0,4.968125e-1,2.589454e1,83.4,714.0,NaN,714.0,254.8,NaN,254.8,0.012,0.000,40
Griewank_10D,Griewank,10,Trust Region-Conservative,2.403908e1,NaN,2.403908e1,9.146425e-2,2.397631e1,2.430840e1,196.2,593.5,NaN,593.5,396.3,NaN,396.3,0.005,0.000,20
Griewank_10D,Griewank,10,QQN-StrongWolfe,5.765781e0,NaN,5.765781e0,1.009900e1,1.267142e-1,2.597666e1,43.2,524.2,NaN,524.2,495.0,NaN,495.0,0.020,0.000,20
Griewank_10D,Griewank,10,Trust Region-Standard,2.599708e1,NaN,2.599708e1,1.701814e-2,2.596162e1,2.602591e1,1.0,5.0,NaN,5.0,4.0,NaN,4.0,0.000,0.000,20
Griewank_10D,Griewank,10,GD-Momentum,2.525688e1,NaN,2.525688e1,1.411586e-2,2.523634e1,2.528260e1,332.0,335.0,NaN,335.0,668.0,NaN,668.0,0.011,0.000,20
Griewank_10D,Griewank,10,QQN-Bisection-2,2.323009e1,NaN,2.323009e1,7.542729e0,2.392955e-1,2.577674e1,31.9,669.4,NaN,669.4,325.5,NaN,325.5,0.017,0.000,20
Griewank_10D,Griewank,10,Adam-AMSGrad,2.588344e1,NaN,2.588344e1,2.195700e-2,2.583156e1,2.592030e1,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.013,0.000,20
Griewank_10D,Griewank,10,Adam-WeightDecay,2.563075e1,NaN,2.563075e1,1.987721e-2,2.559628e1,2.566483e1,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.012,0.000,20
Griewank_10D,Griewank,10,QQN-GoldenSection,1.679930e1,7.787104e-13,1.708403e1,1.212403e1,7.787104e-13,2.577451e1,17.8,908.8,612.0,913.8,113.2,93.0,113.5,0.017,0.017,60
Griewank_10D,Griewank,10,GD-Nesterov,2.525070e1,NaN,2.525070e1,1.404465e-2,2.522162e1,2.527379e1,332.0,335.0,NaN,335.0,668.0,NaN,668.0,0.012,0.000,20
Schwefel_2D,Schwefel,2,QQN-GoldenSection,7.106959e2,NaN,7.106959e2,4.579208e-5,7.106958e2,7.106961e2,5.4,137.6,NaN,137.6,29.9,NaN,29.9,0.002,0.000,60
Schwefel_2D,Schwefel,2,GD,7.969667e2,NaN,7.969667e2,5.361650e-1,7.960204e2,7.980012e2,332.0,335.0,NaN,335.0,668.0,NaN,668.0,0.008,0.000,40
Schwefel_2D,Schwefel,2,QQN-StrongWolfe,-3.425982e4,-2.538462e5,-9.861325e3,1.115571e5,-5.076727e5,7.897999e2,53.4,402.6,334.0,410.3,450.6,365.0,460.1,0.016,0.100,20
Schwefel_2D,Schwefel,2,GD-Momentum,7.106958e2,NaN,7.106958e2,9.937925e-8,7.106958e2,7.106958e2,274.2,277.2,NaN,277.2,550.4,NaN,550.4,0.008,0.000,20
Schwefel_2D,Schwefel,2,GD-WeightDecay,7.180242e2,NaN,7.180242e2,7.153333e-2,7.178889e2,7.181317e2,332.0,335.0,NaN,335.0,668.0,NaN,668.0,0.010,0.000,20
Schwefel_2D,Schwefel,2,GD-Nesterov,7.106958e2,NaN,7.106958e2,1.622424e-7,7.106958e2,7.106958e2,289.5,292.5,NaN,292.5,581.0,NaN,581.0,0.009,0.000,20
Schwefel_2D,Schwefel,2,QQN-Bisection-1,7.106958e2,NaN,7.106958e2,6.776060e-13,7.106958e2,7.106958e2,4.8,51.9,NaN,51.9,95.5,NaN,95.5,0.001,0.000,40
Schwefel_2D,Schwefel,2,Adam-AMSGrad,9.444553e2,NaN,9.444553e2,7.189900e-1,9.428249e2,9.457735e2,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.011,0.000,20
Schwefel_2D,Schwefel,2,QQN-Backtracking,-1.382642e3,-1.973930e3,-1.316944e3,3.065802e3,-1.118916e4,7.106958e2,70.2,503.1,386.5,516.1,426.4,325.0,437.7,0.022,0.100,20
Schwefel_2D,Schwefel,2,Trust Region-Standard,7.481396e2,NaN,7.481396e2,6.588468e-1,7.468960e2,7.493860e2,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
Schwefel_2D,Schwefel,2,Trust Region-Adaptive,8.973603e2,NaN,8.973603e2,6.962747e-1,8.962050e2,8.987405e2,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
Schwefel_2D,Schwefel,2,Adam-Fast,7.448535e2,NaN,7.448535e2,3.415890e-1,7.440849e2,7.454573e2,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.010,0.000,40
Schwefel_2D,Schwefel,2,Adam-WeightDecay,9.397948e2,NaN,9.397948e2,7.379937e-1,9.388259e2,9.415130e2,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.011,0.000,20
Schwefel_2D,Schwefel,2,L-BFGS-Conservative,8.445236e2,NaN,8.445236e2,9.490997e-1,8.422576e2,8.462246e2,110.0,559.2,NaN,559.2,446.4,NaN,446.4,0.015,0.000,20
Schwefel_2D,Schwefel,2,Trust Region-Conservative,9.447006e2,NaN,9.447006e2,7.724829e-1,9.433387e2,9.464473e2,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
Schwefel_2D,Schwefel,2,Adam,9.443349e2,NaN,9.443349e2,7.467690e-1,9.431077e2,9.454807e2,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.010,0.000,20
Schwefel_2D,Schwefel,2,QQN-Bisection-2,7.106958e2,NaN,7.106958e2,2.080811e-13,7.106958e2,7.106958e2,4.8,49.8,NaN,49.8,78.2,NaN,78.2,0.001,0.000,20
Schwefel_2D,Schwefel,2,QQN-CubicQuadraticInterpolation,6.681291e2,NaN,6.681291e2,2.284092e2,2.368767e2,8.849106e2,8.3,188.4,NaN,188.4,287.1,NaN,287.1,0.006,0.000,40
Schwefel_2D,Schwefel,2,L-BFGS-Aggressive,7.107673e2,NaN,7.107673e2,7.262884e-2,7.106958e2,7.108893e2,32.6,205.6,NaN,205.6,99.9,NaN,99.9,0.004,0.000,40
Schwefel_2D,Schwefel,2,L-BFGS,7.106961e2,NaN,7.106961e2,1.102438e-3,7.106958e2,7.107009e2,51.2,276.1,NaN,276.1,207.8,NaN,207.8,0.007,0.000,20
Schwefel_2D,Schwefel,2,QQN-MoreThuente,7.106958e2,NaN,7.106958e2,4.169379e-13,7.106958e2,7.106958e2,5.6,62.8,NaN,62.8,59.7,NaN,59.7,0.001,0.000,20
Schwefel_5D,Schwefel,5,QQN-StrongWolfe,-4.358048e3,NaN,-4.358048e3,8.641584e3,-2.901666e4,1.480534e3,58.0,444.5,NaN,444.5,499.9,NaN,499.9,0.019,0.000,20
Schwefel_5D,Schwefel,5,L-BFGS-Aggressive,1.776870e3,NaN,1.776870e3,1.377961e-1,1.776740e3,1.777142e3,34.2,214.5,NaN,214.5,104.6,NaN,104.6,0.004,0.000,40
Schwefel_5D,Schwefel,5,GD-WeightDecay,1.797451e3,NaN,1.797451e3,1.186209e-1,1.797156e3,1.797659e3,332.0,335.0,NaN,335.0,668.0,NaN,668.0,0.011,0.000,20
Schwefel_5D,Schwefel,5,Adam-AMSGrad,2.361072e3,NaN,2.361072e3,1.260479e0,2.358405e3,2.363519e3,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.012,0.000,20
Schwefel_5D,Schwefel,5,QQN-Bisection-1,1.776740e3,NaN,1.776740e3,4.617981e-13,1.776740e3,1.776740e3,5.0,53.5,NaN,53.5,97.0,NaN,97.0,0.001,0.000,40
Schwefel_5D,Schwefel,5,GD,2.011900e3,NaN,2.011900e3,9.579312e-1,2.009821e3,2.014294e3,332.0,335.0,NaN,335.0,668.0,NaN,668.0,0.009,0.000,40
Schwefel_5D,Schwefel,5,QQN-MoreThuente,1.776740e3,NaN,1.776740e3,4.547474e-13,1.776740e3,1.776740e3,6.0,66.4,NaN,66.4,62.6,NaN,62.6,0.001,0.000,20
Schwefel_5D,Schwefel,5,L-BFGS,1.776754e3,NaN,1.776754e3,6.322743e-2,1.776740e3,1.777030e3,55.2,297.6,NaN,297.6,223.2,NaN,223.2,0.007,0.000,20
Schwefel_5D,Schwefel,5,Adam-WeightDecay,2.349335e3,NaN,2.349335e3,1.183414e0,2.347238e3,2.352608e3,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.011,0.000,20
Schwefel_5D,Schwefel,5,QQN-Backtracking,-2.666168e4,-7.961540e2,-3.122619e4,5.566017e4,-1.741262e5,1.480624e3,64.9,473.4,290.0,505.7,394.8,217.7,426.0,0.022,0.150,20
Schwefel_5D,Schwefel,5,QQN-CubicQuadraticInterpolation,1.629707e3,NaN,1.629707e3,5.882272e2,5.921917e2,2.212139e3,8.3,182.4,NaN,182.4,273.9,NaN,273.9,0.006,0.000,40
Schwefel_5D,Schwefel,5,Trust Region-Adaptive,2.317306e3,NaN,2.317306e3,1.499594e0,2.313539e3,2.319904e3,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
Schwefel_5D,Schwefel,5,GD-Nesterov,1.776740e3,NaN,1.776740e3,5.508239e-8,1.776740e3,1.776740e3,331.9,334.9,NaN,334.9,667.5,NaN,667.5,0.011,0.000,20
Schwefel_5D,Schwefel,5,Trust Region-Standard,2.168274e3,NaN,2.168274e3,1.060217e0,2.166268e3,2.170583e3,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
Schwefel_5D,Schwefel,5,QQN-Bisection-2,1.776740e3,NaN,1.776740e3,4.547474e-13,1.776740e3,1.776740e3,5.0,52.0,NaN,52.0,80.0,NaN,80.0,0.001,0.000,20
Schwefel_5D,Schwefel,5,QQN-GoldenSection,1.776740e3,NaN,1.776740e3,6.909068e-13,1.776740e3,1.776740e3,5.3,151.4,NaN,151.4,28.6,NaN,28.6,0.002,0.000,60
Schwefel_5D,Schwefel,5,L-BFGS-Conservative,2.118973e3,NaN,2.118973e3,3.095389e0,2.109176e3,2.122996e3,110.0,558.8,NaN,558.8,446.1,NaN,446.1,0.016,0.000,20
