Problem,ProblemFamily,Dimension,Optimizer,MeanFinalValue,MeanFinalValueSuccess,MeanFinalValueFail,StdFinalValue,BestValue,WorstValue,MeanIterations,MeanFunctionEvals,MeanFunctionEvalsSuccess,MeanFunctionEvalsFail,MeanGradientEvals,MeanGradientEvalsSuccess,MeanGradientEvalsFail,MeanTime,SuccessRate,NumRuns
NoisySphere_10D_sigma0.01,NoisySphere,10,GD-WeightDecay,9.989042e0,NaN,9.989042e0,1.300318e0,6.667918e0,1.196919e1,12.9,15.9,NaN,15.9,27.8,NaN,27.8,0.005,0.000,20
NoisySphere_10D_sigma0.01,NoisySphere,10,L-BFGS-Conservative,5.330815e0,NaN,5.330815e0,1.384311e0,2.955276e0,8.182116e0,44.8,835.8,NaN,835.8,181.5,NaN,181.5,0.045,0.000,20
NoisySphere_10D_sigma0.01,NoisySphere,10,GD,1.030235e1,NaN,1.030235e1,9.174232e-1,8.514372e0,1.189264e1,9.6,12.6,NaN,12.6,21.2,NaN,21.2,0.004,0.000,40
NoisySphere_10D_sigma0.01,NoisySphere,10,L-BFGS,2.844819e1,3.060186e1,2.833484e1,1.067984e1,1.122368e1,5.123744e1,5.8,61.5,93.0,59.8,19.6,29.0,19.1,0.005,0.050,20
NoisySphere_10D_sigma0.01,NoisySphere,10,Trust Region-Adaptive,1.027038e1,NaN,1.027038e1,7.890031e-1,9.138236e0,1.191267e1,1.0,5.0,NaN,5.0,4.0,NaN,4.0,0.001,0.000,20
NoisySphere_10D_sigma0.01,NoisySphere,10,Trust Region-Conservative,9.988342e0,NaN,9.988342e0,7.740067e-1,8.775267e0,1.157602e1,1.7,7.1,NaN,7.1,5.4,NaN,5.4,0.001,0.000,20
NoisySphere_10D_sigma0.01,NoisySphere,10,Adam-Fast,1.088592e1,NaN,1.088592e1,1.607903e0,6.812870e0,1.512106e1,8.0,19.1,NaN,19.1,18.1,NaN,18.1,0.003,0.000,40
NoisySphere_10D_sigma0.01,NoisySphere,10,Adam,1.002243e1,NaN,1.002243e1,8.061723e-1,8.401767e0,1.177490e1,13.8,30.6,NaN,30.6,29.6,NaN,29.6,0.006,0.000,20
NoisySphere_10D_sigma0.01,NoisySphere,10,Adam-WeightDecay,1.021059e1,NaN,1.021059e1,7.968980e-1,9.003482e0,1.157229e1,12.9,28.8,NaN,28.8,27.8,NaN,27.8,0.005,0.000,20
NoisySphere_10D_sigma0.01,NoisySphere,10,QQN-MoreThuente,9.446651e0,NaN,9.446651e0,5.778927e-1,8.357941e0,1.023557e1,0.8,14.9,NaN,14.9,14.7,NaN,14.7,0.003,0.000,20
NoisySphere_10D_sigma0.01,NoisySphere,10,L-BFGS-Aggressive,1.006711e1,NaN,1.006711e1,7.914947e-1,8.412386e0,1.150430e1,0.9,11.1,NaN,11.1,4.6,NaN,4.6,0.001,0.000,40
NoisySphere_10D_sigma0.01,NoisySphere,10,QQN-Bisection-1,8.302193e0,NaN,8.302193e0,1.767614e0,3.201836e0,1.046177e1,4.0,127.7,NaN,127.7,164.8,NaN,164.8,0.037,0.000,40
NoisySphere_10D_sigma0.01,NoisySphere,10,QQN-CubicQuadraticInterpolation,9.880344e0,NaN,9.880344e0,7.880019e-1,8.123890e0,1.180728e1,1.1,26.0,NaN,26.0,27.4,NaN,27.4,0.006,0.000,40
NoisySphere_10D_sigma0.01,NoisySphere,10,QQN-Backtracking,8.491260e0,NaN,8.491260e0,2.579061e0,2.585299e0,1.130628e1,6.8,254.3,NaN,254.3,43.4,NaN,43.4,0.015,0.000,20
NoisySphere_10D_sigma0.01,NoisySphere,10,GD-Nesterov,1.046809e1,NaN,1.046809e1,1.207641e0,7.411488e0,1.229364e1,8.8,11.8,NaN,11.8,19.6,NaN,19.6,0.004,0.000,20
NoisySphere_10D_sigma0.01,NoisySphere,10,QQN-GoldenSection,9.399222e0,NaN,9.399222e0,1.573748e0,3.864574e0,1.232991e1,0.7,26.5,NaN,26.5,5.5,NaN,5.5,0.002,0.000,60
NoisySphere_10D_sigma0.01,NoisySphere,10,Adam-AMSGrad,1.032607e1,NaN,1.032607e1,8.259657e-1,9.125774e0,1.189364e1,13.8,30.6,NaN,30.6,29.6,NaN,29.6,0.006,0.000,20
NoisySphere_10D_sigma0.01,NoisySphere,10,QQN-StrongWolfe,9.335646e0,NaN,9.335646e0,1.354587e0,6.812441e0,1.135564e1,0.9,26.9,NaN,26.9,8.7,NaN,8.7,0.003,0.000,20
NoisySphere_10D_sigma0.01,NoisySphere,10,GD-Momentum,1.004124e1,5.817103e0,1.051059e1,1.763514e0,5.053171e0,1.226734e1,14.3,17.3,49.0,13.8,30.6,94.0,23.6,0.006,0.100,20
SparseRosenbrock_4D,SparseRosenbrock,4,Adam,8.109009e0,NaN,8.109009e0,6.196230e-1,7.033664e0,9.545732e0,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.010,0.000,20
SparseRosenbrock_4D,SparseRosenbrock,4,QQN-Backtracking,2.899013e0,NaN,2.899013e0,2.330013e0,1.151090e-1,7.183808e0,48.8,714.2,NaN,714.2,299.5,NaN,299.5,0.020,0.000,20
SparseRosenbrock_4D,SparseRosenbrock,4,L-BFGS-Conservative,5.727276e6,NaN,5.727276e6,2.496459e7,6.706796e-2,1.145454e8,61.0,739.4,NaN,739.4,251.7,NaN,251.7,0.009,0.000,20
SparseRosenbrock_4D,SparseRosenbrock,4,QQN-Bisection-2,1.931991e0,NaN,1.931991e0,1.954908e0,1.656363e-2,5.792158e0,10.5,185.2,NaN,185.2,120.2,NaN,120.2,0.004,0.000,20
SparseRosenbrock_4D,SparseRosenbrock,4,L-BFGS,1.688583e2,NaN,1.688583e2,2.242706e2,2.472078e0,8.341769e2,12.2,121.5,NaN,121.5,38.4,NaN,38.4,0.002,0.000,20
SparseRosenbrock_4D,SparseRosenbrock,4,GD-Momentum,1.126245e1,NaN,1.126245e1,9.718525e0,2.758922e-1,3.682778e1,26.8,29.8,NaN,29.8,55.6,NaN,55.6,0.001,0.000,20
SparseRosenbrock_4D,SparseRosenbrock,4,QQN-StrongWolfe,1.942755e0,NaN,1.942755e0,2.077552e0,2.799517e-4,6.777555e0,28.1,583.1,NaN,583.1,442.6,NaN,442.6,0.016,0.000,20
SparseRosenbrock_4D,SparseRosenbrock,4,QQN-GoldenSection,4.041494e0,NaN,4.041494e0,2.613961e0,4.275733e-5,7.810305e0,17.5,894.2,NaN,894.2,111.8,NaN,111.8,0.015,0.000,60
SparseRosenbrock_4D,SparseRosenbrock,4,L-BFGS-Aggressive,4.071569e1,NaN,4.071569e1,3.365778e1,1.030575e1,1.277305e2,76.4,774.1,NaN,774.1,234.3,NaN,234.3,0.007,0.000,40
SparseRosenbrock_4D,SparseRosenbrock,4,QQN-Bisection-1,5.072072e0,NaN,5.072072e0,2.490469e0,2.304279e-1,7.694137e0,16.7,466.1,NaN,466.1,572.1,NaN,572.1,0.012,0.000,40
SparseRosenbrock_4D,SparseRosenbrock,4,Adam-AMSGrad,8.396590e0,NaN,8.396590e0,5.985158e-1,7.552252e0,1.041853e1,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.011,0.000,20
SparseRosenbrock_4D,SparseRosenbrock,4,GD-WeightDecay,3.785375e0,NaN,3.785375e0,4.586582e0,4.745154e-2,1.113978e1,88.8,91.8,NaN,91.8,179.6,NaN,179.6,0.003,0.000,20
SparseRosenbrock_4D,SparseRosenbrock,4,Trust Region-Standard,8.374533e0,NaN,8.374533e0,2.750933e-1,7.876464e0,8.855325e0,49.5,150.3,NaN,150.3,100.9,NaN,100.9,0.001,0.000,20
SparseRosenbrock_4D,SparseRosenbrock,4,Trust Region-Conservative,9.161644e1,NaN,9.161644e1,4.760654e1,1.724832e1,2.211914e2,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
SparseRosenbrock_4D,SparseRosenbrock,4,Adam-Fast,2.389673e0,NaN,2.389673e0,4.448456e0,1.661163e-4,1.553740e1,121.0,245.1,NaN,245.1,244.2,NaN,244.2,0.005,0.000,40
SparseRosenbrock_4D,SparseRosenbrock,4,GD-Nesterov,3.876176e0,NaN,3.876176e0,4.644263e0,3.798080e-2,1.263185e1,45.8,48.8,NaN,48.8,93.5,NaN,93.5,0.001,0.000,20
SparseRosenbrock_4D,SparseRosenbrock,4,Adam-WeightDecay,7.416492e0,NaN,7.416492e0,1.680134e0,4.529709e0,8.753231e0,126.7,256.8,NaN,256.8,256.1,NaN,256.1,0.006,0.000,20
SparseRosenbrock_4D,SparseRosenbrock,4,QQN-CubicQuadraticInterpolation,4.635875e0,NaN,4.635875e0,1.861644e0,1.649805e-2,7.602043e0,13.5,397.2,NaN,397.2,651.0,NaN,651.0,0.015,0.000,40
SparseRosenbrock_4D,SparseRosenbrock,4,QQN-MoreThuente,2.169947e1,NaN,2.169947e1,1.860767e1,3.195383e0,7.170535e1,46.1,485.4,NaN,485.4,529.6,NaN,529.6,0.011,0.000,20
SparseRosenbrock_4D,SparseRosenbrock,4,GD,2.454040e0,NaN,2.454040e0,3.011212e0,9.428476e-1,9.426652e0,221.8,224.8,NaN,224.8,446.0,NaN,446.0,0.006,0.000,40
SparseRosenbrock_4D,SparseRosenbrock,4,Trust Region-Adaptive,2.417247e1,NaN,2.417247e1,2.184638e1,7.726328e0,9.077111e1,141.6,428.3,NaN,428.3,286.2,NaN,286.2,0.003,0.000,20
SparseRosenbrock_10D,SparseRosenbrock,10,Trust Region-Adaptive,1.656739e2,NaN,1.656739e2,7.152271e1,4.448731e1,3.111133e2,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
SparseRosenbrock_10D,SparseRosenbrock,10,L-BFGS,3.515714e2,NaN,3.515714e2,6.760206e2,3.220572e1,3.235058e3,13.2,131.3,NaN,131.3,41.3,NaN,41.3,0.002,0.000,20
SparseRosenbrock_10D,SparseRosenbrock,10,GD-Nesterov,2.773338e0,NaN,2.773338e0,6.254459e0,3.197666e-2,2.166908e1,99.2,102.2,NaN,102.2,200.4,NaN,200.4,0.003,0.000,20
SparseRosenbrock_10D,SparseRosenbrock,10,QQN-GoldenSection,1.355116e1,NaN,1.355116e1,3.925037e0,3.689499e0,1.896516e1,17.7,919.0,NaN,919.0,113.2,NaN,113.2,0.016,0.000,60
SparseRosenbrock_10D,SparseRosenbrock,10,QQN-MoreThuente,6.330478e1,NaN,6.330478e1,5.070753e1,2.144693e1,1.944897e2,47.0,485.0,NaN,485.0,530.0,NaN,530.0,0.011,0.000,20
SparseRosenbrock_10D,SparseRosenbrock,10,Trust Region-Standard,5.076204e1,NaN,5.076204e1,6.190191e1,2.010394e1,2.653072e2,168.8,509.4,NaN,509.4,340.3,NaN,340.3,0.003,0.000,20
SparseRosenbrock_10D,SparseRosenbrock,10,QQN-StrongWolfe,6.726964e0,NaN,6.726964e0,5.603430e0,2.613774e-1,1.748717e1,29.1,580.5,NaN,580.5,442.9,NaN,442.9,0.017,0.000,20
SparseRosenbrock_10D,SparseRosenbrock,10,Trust Region-Conservative,1.404313e2,NaN,1.404313e2,6.139095e1,6.171857e1,2.997798e2,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
SparseRosenbrock_10D,SparseRosenbrock,10,L-BFGS-Aggressive,1.115403e2,NaN,1.115403e2,7.603375e1,2.315328e1,3.249940e2,76.5,774.3,NaN,774.3,234.4,NaN,234.4,0.007,0.000,40
SparseRosenbrock_10D,SparseRosenbrock,10,Adam-WeightDecay,1.428587e1,NaN,1.428587e1,3.160984e0,1.170800e1,2.223451e1,223.2,450.1,NaN,450.1,450.0,NaN,450.0,0.010,0.000,20
SparseRosenbrock_10D,SparseRosenbrock,10,Adam,2.081015e1,NaN,2.081015e1,1.093371e0,1.923798e1,2.367429e1,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.011,0.000,20
SparseRosenbrock_10D,SparseRosenbrock,10,QQN-Bisection-1,1.568480e1,NaN,1.568480e1,4.501731e0,7.857580e-1,1.908409e1,16.1,463.5,NaN,463.5,579.9,NaN,579.9,0.013,0.000,40
SparseRosenbrock_10D,SparseRosenbrock,10,GD-WeightDecay,3.871024e0,NaN,3.871024e0,8.606702e0,1.090005e-1,2.594242e1,130.8,133.8,NaN,133.8,263.5,NaN,263.5,0.004,0.000,20
SparseRosenbrock_10D,SparseRosenbrock,10,Adam-Fast,5.040287e-1,NaN,5.040287e-1,3.918010e-1,3.126181e-2,1.479823e0,109.3,221.7,NaN,221.7,220.7,NaN,220.7,0.005,0.000,40
SparseRosenbrock_10D,SparseRosenbrock,10,Adam-AMSGrad,2.107163e1,NaN,2.107163e1,1.905640e0,1.810177e1,2.574224e1,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.012,0.000,20
SparseRosenbrock_10D,SparseRosenbrock,10,QQN-CubicQuadraticInterpolation,1.414422e1,NaN,1.414422e1,2.498510e0,9.754164e0,1.962027e1,13.3,391.8,NaN,391.8,641.3,NaN,641.3,0.015,0.000,40
SparseRosenbrock_10D,SparseRosenbrock,10,GD,4.483993e0,NaN,4.483993e0,7.099831e0,1.407118e0,2.254984e1,283.6,286.6,NaN,286.6,571.0,NaN,571.0,0.008,0.000,40
SparseRosenbrock_10D,SparseRosenbrock,10,QQN-Backtracking,8.844284e0,NaN,8.844284e0,6.071731e0,7.993076e-1,1.870985e1,49.0,710.0,NaN,710.0,300.7,NaN,300.7,0.021,0.000,20
SparseRosenbrock_10D,SparseRosenbrock,10,L-BFGS-Conservative,1.741114e1,NaN,1.741114e1,5.173029e0,1.420220e0,2.123084e1,55.9,761.4,NaN,761.4,229.8,NaN,229.8,0.009,0.000,20
SparseRosenbrock_10D,SparseRosenbrock,10,QQN-Bisection-2,1.005519e1,NaN,1.005519e1,4.024708e0,2.700524e0,1.448381e1,16.5,320.0,NaN,320.0,187.2,NaN,187.2,0.008,0.000,20
SparseRosenbrock_10D,SparseRosenbrock,10,GD-Momentum,1.775222e1,NaN,1.775222e1,1.702347e1,1.045216e-1,4.513372e1,49.8,52.8,NaN,52.8,101.6,NaN,101.6,0.002,0.000,20
SparseQuadratic_5D_pattern[1, 3],SparseQuadratic,5,GD,2.091907e-6,NaN,2.091907e-6,4.846092e-7,1.408481e-6,3.318307e-6,332.0,335.0,NaN,335.0,668.0,NaN,668.0,0.009,0.000,40
SparseQuadratic_5D_pattern[1, 3],SparseQuadratic,5,QQN-GoldenSection,4.139141e-14,4.139141e-14,NaN,5.579919e-14,1.812526e-21,2.157949e-13,6.8,254.6,254.6,NaN,37.7,37.7,NaN,0.004,1.000,60
SparseQuadratic_5D_pattern[1, 3],SparseQuadratic,5,Adam-AMSGrad,3.308958e0,NaN,3.308958e0,3.510454e-1,2.524896e0,3.803605e0,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.012,0.000,20
SparseQuadratic_5D_pattern[1, 3],SparseQuadratic,5,Adam-Fast,3.528749e-1,NaN,3.528749e-1,1.364908e-2,3.211071e-1,3.773731e-1,17.3,37.6,NaN,37.6,36.6,NaN,36.6,0.001,0.000,40
SparseQuadratic_5D_pattern[1, 3],SparseQuadratic,5,QQN-Bisection-1,3.134592e-14,3.134592e-14,NaN,3.158299e-14,1.216220e-15,1.459014e-13,6.8,71.8,71.8,NaN,113.5,113.5,NaN,0.002,1.000,40
SparseQuadratic_5D_pattern[1, 3],SparseQuadratic,5,L-BFGS-Aggressive,3.417668e-4,1.490344e-13,6.835335e-4,3.703113e-4,6.637458e-15,8.978315e-4,43.1,415.7,60.4,771.0,132.3,28.6,236.0,0.005,0.500,40
SparseQuadratic_5D_pattern[1, 3],SparseQuadratic,5,L-BFGS-Conservative,8.924512e-8,2.177458e-13,9.394222e-8,1.366890e-7,2.177458e-13,5.437623e-7,109.5,554.0,497.0,557.0,443.6,398.0,446.0,0.014,0.050,20
SparseQuadratic_5D_pattern[1, 3],SparseQuadratic,5,QQN-Bisection-2,2.596572e-14,2.596572e-14,NaN,3.775862e-14,7.729589e-16,1.717238e-13,6.8,68.8,68.8,NaN,96.2,96.2,NaN,0.002,1.000,20
SparseQuadratic_5D_pattern[1, 3],SparseQuadratic,5,QQN-Backtracking,1.147582e-13,1.147582e-13,NaN,6.612964e-14,3.406742e-14,2.613690e-13,11.3,78.5,78.5,NaN,65.1,65.1,NaN,0.002,1.000,20
SparseQuadratic_5D_pattern[1, 3],SparseQuadratic,5,Trust Region-Standard,1.788340e2,NaN,1.788340e2,5.945636e0,1.682656e2,1.907811e2,12.4,40.4,NaN,40.4,26.9,NaN,26.9,0.000,0.000,20
SparseQuadratic_5D_pattern[1, 3],SparseQuadratic,5,GD-Momentum,5.177266e-1,NaN,5.177266e-1,4.406087e-2,4.165310e-1,5.858718e-1,19.0,22.0,NaN,22.0,40.0,NaN,40.0,0.001,0.000,20
SparseQuadratic_5D_pattern[1, 3],SparseQuadratic,5,Adam,3.141293e0,NaN,3.141293e0,4.092307e-1,2.494812e0,3.955379e0,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.010,0.000,20
SparseQuadratic_5D_pattern[1, 3],SparseQuadratic,5,Trust Region-Conservative,3.751905e0,NaN,3.751905e0,4.504300e-1,2.955478e0,4.423168e0,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
SparseQuadratic_5D_pattern[1, 3],SparseQuadratic,5,QQN-CubicQuadraticInterpolation,4.354473e-14,4.354473e-14,NaN,6.199160e-14,8.319662e-16,2.347795e-13,12.1,119.9,119.9,NaN,120.8,120.8,NaN,0.003,1.000,40
SparseQuadratic_5D_pattern[1, 3],SparseQuadratic,5,L-BFGS,6.653100e-8,7.824518e-8,1.506301e-10,2.898976e-7,1.653459e-14,1.330165e-6,36.3,235.2,166.6,623.7,154.2,113.9,382.7,0.005,0.850,20
SparseQuadratic_5D_pattern[1, 3],SparseQuadratic,5,Adam-WeightDecay,4.863327e-1,NaN,4.863327e-1,1.703009e-1,2.436265e-1,8.692411e-1,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.011,0.000,20
SparseQuadratic_5D_pattern[1, 3],SparseQuadratic,5,QQN-MoreThuente,3.406528e-14,3.406528e-14,NaN,6.179477e-14,6.666902e-18,2.442645e-13,6.8,70.4,70.4,NaN,69.4,69.4,NaN,0.001,1.000,20
SparseQuadratic_5D_pattern[1, 3],SparseQuadratic,5,GD-WeightDecay,4.244949e-10,4.244949e-10,NaN,2.426622e-11,3.378128e-10,4.536597e-10,163.9,165.9,165.9,NaN,329.8,329.8,NaN,0.005,1.000,20
SparseQuadratic_5D_pattern[1, 3],SparseQuadratic,5,Trust Region-Adaptive,1.093890e3,NaN,1.093890e3,5.387164e2,6.023668e-2,1.368941e3,29.3,90.8,NaN,90.8,60.6,NaN,60.6,0.001,0.000,20
SparseQuadratic_5D_pattern[1, 3],SparseQuadratic,5,GD-Nesterov,3.235078e-1,NaN,3.235078e-1,2.784304e-2,2.641429e-1,3.581520e-1,19.0,22.0,NaN,22.0,40.0,NaN,40.0,0.001,0.000,20
SparseQuadratic_5D_pattern[1, 3],SparseQuadratic,5,QQN-StrongWolfe,4.006745e-14,4.006745e-14,NaN,3.914707e-14,8.286887e-19,1.871202e-13,7.1,51.8,51.8,NaN,54.8,54.8,NaN,0.001,1.000,20
SparseQuadratic_10D_pattern[1, 3],SparseQuadratic,10,QQN-Bisection-2,3.136305e-14,3.136305e-14,NaN,3.854034e-14,8.292629e-16,1.662633e-13,7.7,82.2,82.2,NaN,104.7,104.7,NaN,0.002,1.000,20
SparseQuadratic_10D_pattern[1, 3],SparseQuadratic,10,L-BFGS-Aggressive,1.033554e-3,1.032323e-13,2.067107e-3,1.132176e-3,5.665692e-14,2.937271e-3,44.5,425.5,80.0,771.0,136.5,37.0,236.0,0.005,0.500,40
SparseQuadratic_10D_pattern[1, 3],SparseQuadratic,10,Adam-Fast,7.329273e-1,NaN,7.329273e-1,2.323052e-2,6.908056e-1,7.790161e-1,17.2,37.5,NaN,37.5,36.5,NaN,36.5,0.001,0.000,40
SparseQuadratic_10D_pattern[1, 3],SparseQuadratic,10,Adam-AMSGrad,6.664971e0,NaN,6.664971e0,6.351125e-1,5.403110e0,7.678515e0,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.013,0.000,20
SparseQuadratic_10D_pattern[1, 3],SparseQuadratic,10,Trust Region-Conservative,1.000715e1,NaN,1.000715e1,9.017784e-1,8.396166e0,1.161500e1,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.005,0.000,20
SparseQuadratic_10D_pattern[1, 3],SparseQuadratic,10,GD-WeightDecay,4.292066e-10,4.292066e-10,NaN,2.528837e-11,3.814181e-10,4.669112e-10,163.9,165.9,165.9,NaN,329.9,329.9,NaN,0.006,1.000,20
SparseQuadratic_10D_pattern[1, 3],SparseQuadratic,10,L-BFGS-Conservative,1.329759e-7,NaN,1.329759e-7,2.802567e-7,1.181541e-10,8.927576e-7,110.0,557.0,NaN,557.0,446.0,NaN,446.0,0.015,0.000,20
SparseQuadratic_10D_pattern[1, 3],SparseQuadratic,10,GD-Momentum,9.092473e-1,NaN,9.092473e-1,4.384413e-2,8.749854e-1,1.039563e0,20.1,23.1,NaN,23.1,42.2,NaN,42.2,0.001,0.000,20
SparseQuadratic_10D_pattern[1, 3],SparseQuadratic,10,QQN-Bisection-1,3.889669e-14,3.889669e-14,NaN,5.440100e-14,2.549589e-16,2.292202e-13,7.7,96.4,96.4,NaN,133.0,133.0,NaN,0.002,1.000,40
SparseQuadratic_10D_pattern[1, 3],SparseQuadratic,10,QQN-CubicQuadraticInterpolation,5.142996e-14,5.142996e-14,NaN,4.800693e-14,4.471356e-15,1.922314e-13,10.3,105.6,105.6,NaN,106.6,106.6,NaN,0.003,1.000,40
SparseQuadratic_10D_pattern[1, 3],SparseQuadratic,10,Adam,6.805579e0,NaN,6.805579e0,7.587741e-1,4.898943e0,7.935575e0,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.011,0.000,20
SparseQuadratic_10D_pattern[1, 3],SparseQuadratic,10,Trust Region-Standard,1.067479e2,NaN,1.067479e2,3.752647e1,2.174752e-1,1.576818e2,18.5,58.4,NaN,58.4,39.0,NaN,39.0,0.000,0.000,20
SparseQuadratic_10D_pattern[1, 3],SparseQuadratic,10,QQN-GoldenSection,8.847626e-14,8.847626e-14,NaN,7.886328e-14,5.976462e-16,2.650413e-13,7.3,275.8,275.8,NaN,40.6,40.6,NaN,0.005,1.000,60
SparseQuadratic_10D_pattern[1, 3],SparseQuadratic,10,QQN-Backtracking,1.317519e-13,1.317519e-13,NaN,9.783712e-14,2.995668e-14,2.941313e-13,11.8,81.2,81.2,NaN,67.5,67.5,NaN,0.003,1.000,20
SparseQuadratic_10D_pattern[1, 3],SparseQuadratic,10,Trust Region-Adaptive,1.133693e3,NaN,1.133693e3,5.668439e2,5.470244e-2,1.425719e3,51.9,158.3,NaN,158.3,105.7,NaN,105.7,0.001,0.000,20
SparseQuadratic_10D_pattern[1, 3],SparseQuadratic,10,GD,2.896342e-6,NaN,2.896342e-6,3.513309e-7,2.306960e-6,4.015635e-6,332.0,335.0,NaN,335.0,668.0,NaN,668.0,0.009,0.000,40
SparseQuadratic_10D_pattern[1, 3],SparseQuadratic,10,QQN-MoreThuente,7.714784e-14,7.714784e-14,NaN,5.231575e-14,8.682665e-16,2.172152e-13,9.3,85.9,85.9,NaN,86.0,86.0,NaN,0.002,1.000,20
SparseQuadratic_10D_pattern[1, 3],SparseQuadratic,10,GD-Nesterov,5.999087e-1,NaN,5.999087e-1,1.475031e-2,5.674087e-1,6.246705e-1,20.0,23.0,NaN,23.0,42.0,NaN,42.0,0.001,0.000,20
SparseQuadratic_10D_pattern[1, 3],SparseQuadratic,10,Adam-WeightDecay,9.101567e-1,NaN,9.101567e-1,1.921199e-1,6.073650e-1,1.297938e0,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.012,0.000,20
SparseQuadratic_10D_pattern[1, 3],SparseQuadratic,10,QQN-StrongWolfe,1.191344e-13,1.191344e-13,NaN,8.721614e-14,2.835665e-14,2.911707e-13,11.9,86.5,86.5,NaN,93.5,93.5,NaN,0.005,1.000,20
SparseQuadratic_10D_pattern[1, 3],SparseQuadratic,10,L-BFGS,3.134806e-2,1.607714e-2,9.243174e-2,8.255327e-2,9.165419e-15,3.500322e-1,27.9,185.8,208.6,95.0,117.7,135.8,45.2,0.005,0.800,20
LogisticRegression_100samples_5features_reg0.01,ML Regression,5,QQN-GoldenSection,3.153026e-1,NaN,3.153026e-1,3.249318e-12,3.153026e-1,3.153026e-1,9.8,320.0,NaN,320.0,55.8,NaN,55.8,0.071,0.000,60
LogisticRegression_100samples_5features_reg0.01,ML Regression,5,QQN-CubicQuadraticInterpolation,3.153026e-1,NaN,3.153026e-1,2.979455e-12,3.153026e-1,3.153026e-1,10.1,155.8,NaN,155.8,212.1,NaN,212.1,0.072,0.000,40
LogisticRegression_100samples_5features_reg0.01,ML Regression,5,Trust Region-Adaptive,6.940393e-1,NaN,6.940393e-1,2.603711e-2,6.434754e-1,7.437522e-1,1.0,5.0,NaN,5.0,4.0,NaN,4.0,0.002,0.000,20
LogisticRegression_100samples_5features_reg0.01,ML Regression,5,L-BFGS-Aggressive,3.153629e-1,NaN,3.153629e-1,1.760879e-4,3.153026e-1,3.160397e-1,96.2,609.4,NaN,609.4,293.1,NaN,293.1,0.165,0.000,40
LogisticRegression_100samples_5features_reg0.01,ML Regression,5,QQN-Bisection-1,3.153026e-1,NaN,3.153026e-1,3.084020e-12,3.153026e-1,3.153026e-1,9.3,102.5,NaN,102.5,119.8,NaN,119.8,0.042,0.000,40
LogisticRegression_100samples_5features_reg0.01,ML Regression,5,QQN-StrongWolfe,3.153026e-1,NaN,3.153026e-1,2.496964e-12,3.153026e-1,3.153026e-1,10.9,73.7,NaN,73.7,81.6,NaN,81.6,0.031,0.000,20
LogisticRegression_100samples_5features_reg0.01,ML Regression,5,QQN-MoreThuente,3.153026e-1,NaN,3.153026e-1,2.521987e-12,3.153026e-1,3.153026e-1,10.1,124.3,NaN,124.3,121.2,NaN,121.2,0.047,0.000,20
LogisticRegression_100samples_5features_reg0.01,ML Regression,5,Adam-Fast,3.159158e-1,NaN,3.159158e-1,1.058143e-4,3.156943e-1,3.161106e-1,43.7,90.4,NaN,90.4,89.4,NaN,89.4,0.033,0.000,40
LogisticRegression_100samples_5features_reg0.01,ML Regression,5,GD-Momentum,3.333918e-1,NaN,3.333918e-1,6.132553e-4,3.323070e-1,3.347575e-1,332.0,335.0,NaN,335.0,668.0,NaN,668.0,0.184,0.000,20
LogisticRegression_100samples_5features_reg0.01,ML Regression,5,L-BFGS,3.153382e-1,NaN,3.153382e-1,6.902223e-5,3.153026e-1,3.156124e-1,98.0,591.9,NaN,591.9,401.7,NaN,401.7,0.183,0.000,20
LogisticRegression_100samples_5features_reg0.01,ML Regression,5,QQN-Bisection-2,3.153026e-1,NaN,3.153026e-1,1.964891e-12,3.153026e-1,3.153026e-1,9.0,98.0,NaN,98.0,74.0,NaN,74.0,0.033,0.000,20
LogisticRegression_100samples_5features_reg0.01,ML Regression,5,GD-Nesterov,3.337252e-1,NaN,3.337252e-1,5.747885e-4,3.325414e-1,3.348198e-1,332.0,335.0,NaN,335.0,668.0,NaN,668.0,0.185,0.000,20
LogisticRegression_100samples_5features_reg0.01,ML Regression,5,GD,5.569349e-1,NaN,5.569349e-1,1.523904e-2,5.276476e-1,5.875456e-1,332.0,335.0,NaN,335.0,668.0,NaN,668.0,0.183,0.000,40
LogisticRegression_100samples_5features_reg0.01,ML Regression,5,GD-WeightDecay,4.514742e-1,NaN,4.514742e-1,5.134225e-3,4.422277e-1,4.593975e-1,332.0,335.0,NaN,335.0,668.0,NaN,668.0,0.185,0.000,20
